organizationName,organizationNames,description,location,startsOn,endsOn,categoryNames
Best Buddies ,"['Best Buddies ', 'Knights Exemplar']","<p><span style=""font-weight: 400;"">Howdy! Join Best Buddies and Knights Exemplar for a boot-scooting good time at our first annual Hoedown. We will have a bunch of fall / country themed activities, including line dancing, photo booth opportunities, caramel corn guessing game, temporary tattoos, and more!&nbsp;</span><span style=""font-weight: 400;"">Dress in your best country gear (flannels, jeans, boots, etc.) Garage B will be the closest parking for those driving :)</span></p>",Live Oak Ballroom,2025-11-19 23:00:00+00:00,2025-11-20 01:00:00+00:00,[]
Wesley at UCF,[],"<p>Join us every Thursday from 9:00 a.m. to 1:00 p.m. as we support a local food pantry at Faith United Methodist Church. Whether you can stay for just an hour or the entire time, your help will make a significant difference!</p>",Faith United Methodist Church,2025-11-20 14:00:00+00:00,2025-11-20 18:00:00+00:00,['Community Service']
Wesley at UCF,[],"<p>Spiritual Direction is the ancient practice of sitting with others while deeply listening and paying attention to the wisdom within.</p>
<p>&nbsp;</p>
<p>Led by certified Spiritual Director Barb Shortal, this time will focus on truly listening to your words, feelings, thoughts, and even the silence&mdash;to help you uncover what is already within you. A spiritual director&rsquo;s role is to hold a compassionate, sacred space where you feel safe to explore, ask questions, wonder, and discern. Our time together is precious and always confidential.</p>
<p>&nbsp;</p>
<p>All are welcome, regardless of faith or non-faith background.</p>
<p>&nbsp;</p>
<p><strong data-stringify-type=""bold"">Vision Board Workshop 8/28/25</strong><br />Join us as we create vision boards as a way to visually express your hopes, values, and goals. This creative exercise will help you reflect on where you sense God (or the sacred) is leading you, setting the tone for deeper spiritual direction conversations throughout the semester.</p>",Wesley Foundation,2025-11-20 16:30:00+00:00,2025-11-20 18:00:00+00:00,[]
Wesley at UCF,[],"<p><span style=""font-weight: 400;"">A safe space for Queer Christians and their allies who wish to explore the intersectionality of Queer Identity and Faith.</span></p>
<p><span style=""font-weight: 400;"">&nbsp;Wesley at UCF will be holding gatherings for Queer persons and allies to celebrate the &ldquo;reclaiming of faith.&rdquo;&nbsp;</span></p>
<p><span style=""font-weight: 400;"">We will be holding discussion groups around the topic &ldquo;Queer Interpretation of Scripture.&rdquo; Come celebrate the inclusive love of God with us.</span></p>",Wesley Foundation,2025-11-20 21:30:00+00:00,2025-11-20 22:30:00+00:00,[]
Amateur Radio Club at UCF,[],"<p>Come on up to ARC's radio shack and talk about ham radio! End time is extremely variable, but there is no requirement for arriving on-time or sticking around for the full length. Typically the earliest we'll leave is 7:00 but we usually run much later. So come swing by, talk about antennas, interesting projects, getting licensed, whatever you're interested in!<br /><br />Location:<br />We're located in the back of the senior design lab, Engineering 1 Room 456a. The door should be propped open but if it isn't please say something on discord.<br /><br />Previous minutes are available here:<br />http://newton.i2lab.ucf.edu/wiki/Category:ARC_minutes_2025<br /><br />Also feel free to chat with us on Discord!<br />https://discord.gg/Ua6CU4Rhtw</p>",Engineering 1 Room 456a,2025-11-20 22:30:00+00:00,2025-11-20 23:30:00+00:00,[]
Pre-Professional Medical Society ,[],"<p data-start=""61"" data-end=""462"">Pre-Professional Medical Society Fall 2025 General Body Meetings!&nbsp;</p>
<p data-start=""61"" data-end=""462""><br data-start=""132"" data-end=""135"" />Join us this Fall for our GBMs where we&rsquo;ll share important announcements, upcoming opportunities, and connect with fellow pre-health students. Each meeting will also feature a special guest speaker&mdash;from healthcare professionals to admissions experts&mdash;offering valuable insight and advice to support your journey into medicine.</p>
<p data-start=""464"" data-end=""584""><br data-start=""482"" data-end=""485"" />**Please check our GroupMe and Instagram regularly for any updates or changes to meeting locations.**</p>",Student Union Room 224,2025-11-20 22:30:00+00:00,2025-11-21 00:30:00+00:00,[]
American Society of Civil Engineers at the University of Central Florida,[],"<p data-start=""88"" data-end=""582"">Join us for ASCE&rsquo;s eighth General Body Meeting of the semester featuring Kimley-Horn!<br data-start=""176"" data-end=""179"" />Kimley-Horn is one of the nation&rsquo;s premier planning and design consulting firms, offering services in transportation, land development, water resources, and environmental engineering. Representatives will highlight the firm&rsquo;s diverse projects, share professional insights, and discuss internship and career opportunities for students interested in shaping the future of infrastructure and communities.</p>
<p data-start=""584"" data-end=""743"">Don&rsquo;t miss this opportunity to connect with industry leaders, gain valuable career advice, and grow your ASCE network.</p>",TBA,2025-11-21 00:00:00+00:00,2025-11-21 01:00:00+00:00,[]
Amateur Radio Club at UCF,[],"<p>Interested in radio? Interested in antennas? Have too much time on your hands, or can't afford to buy an expensive antenna? Or maybe you just want to stop by and talk about something vaguely radio-related. Well, do we have an event for you!<br /><br />We have a handful of VHF antenna designs to help get you started, several knowledgeable people, and a bunch of supplies. We've also got more larger projects than you can shake an antenna at! From SDRs, to Meshtastic, to Sat-comms, and more, If you have any interest at all in anything to do with radio, we probably have a project relating to it and folks who can help.<br /><br />For an eternally incomplete list of projects, see the front page of our wiki:<br />http://newton.i2lab.ucf.edu/wiki/ARCatUCF<br />Don't know what half of that stuff is? We're more than happy to teach you all we can about it!<br /><br />https://discord.gg/bGkTTTrNdP<br />(If there's a particular project you want to do, make sure to let us know prior at any of our meetings or on discord.)</p>",BA1 115,2025-11-21 22:30:00+00:00,2025-11-21 23:30:00+00:00,[]
Volunteer UCF,[],"<p>Volunteer UCF would love to have your support as Abilities Workshop hosts their Makers Market event! The Makers Market is an opportunity for individuals with special needs, their families, and nonprofit businesses to come and share their talents with the community. Volunteers will be needed to assist vendors as they set up their stalls and will provide support throughout the event.&nbsp;</p>
<p>&nbsp;</p>
<p>Date: Friday, November 21st, 2025</p>
<ul>
<li>Time: 5:00PM - 9:00PM</li>
<li>Location: Lake Concord Park (127 Quail Pond Circle, Casselberry, FL 32707)</li>
<li>Attire: Volunteers are encouraged to wear UCF attire to represent our school! However, you are free to wear any clothes that are comfortable and appropriate.</li>
</ul>
<p>&nbsp;&nbsp;</p>
<p><strong>All Volunteers MUST:</strong></p>
<ul>
<li>Complete Volunteer UCF Covenant Not to Sue and Agreement to Hold Harmless Form on Knight Connect:&nbsp;<a href=""https://knightconnect.campuslabs.com/engage/submitter/form/start/686837"">https://knightconnect.campuslabs.com/engage/submitter/form/start/686837</a>&nbsp;</li>
</ul>
<p>&nbsp;&nbsp;</p>
<p><strong>Group me:</strong></p>
<ul>
<li>It is highly recommended that volunteers join the group me to receive important updates/messages about the event. The link to join the group me will be provided in an email sent to those who RSVP&rsquo;d before the event.</li>
</ul>
<p>&nbsp;</p>
<p>To contact me for any questions/concerns, please reach out to&nbsp;&nbsp;<a href=""mailto:vucfabilities@ucf.edu"">vucfabilities@ucf.edu</a>. Hope to see you all there! :)</p>",Lake Concord Park ,2025-11-21 22:00:00+00:00,2025-11-22 02:00:00+00:00,['Community Service']
Marine Biology Education and Awareness Club,[],"<p>Join us for a morning of community service as we clean up the Cypress area! This two-hour event focuses on picking up litter, beautifying the community, and helping preserve the local environment. **Please complete the Volunteer Services Agreement here before your first clean-up:&nbsp;<a class=""anchor_edefb8 anchorUnderlineOnHover_edefb8"" tabindex=""0"" title=""https://risk.ucf.edu/university-volunteers/"" role=""button"" href=""https://risk.ucf.edu/university-volunteers/"" target=""_blank"" rel=""noreferrer noopener"">https://risk.ucf.edu/university-volunteers/</a>**</p>",Cypress Dome,2025-11-22 13:00:00+00:00,2025-11-22 14:00:00+00:00,['Community Service']
Every Nation Campus,[],"<p>Join us every Tuesday at 2:30PM in front of Memory Mall Starbucks to pray for our campus!</p>
<p>Whether you&rsquo;re new to campus or a familiar face, come join us to meet new friends and ignite your faith! We can&rsquo;t wait to see you there!</p>",Memory Mall Starbucks,2025-11-25 19:30:00+00:00,2025-11-25 20:00:00+00:00,[]
Knights for Wildlife Conservation ,[],<p>Clean up the pond next to the RWC Park with us!</p>,Lake Christine - RWC Park,2025-11-25 23:30:00+00:00,2025-11-26 00:30:00+00:00,[]
Every Nation Campus,[],"<p>Join us every Tuesday at 7 PM on the 3rd floor of the Student Union in the Cape Florida Ballroom for an evening with Every Nation Campus!</p>
<p>Whether you&rsquo;re new to campus or a familiar face, come experience a night to meet new friends and ignite your faith! We can&rsquo;t wait to see you there!</p>",Cape FL Ballroom,2025-11-26 00:00:00+00:00,2025-11-26 01:30:00+00:00,[]
Project Spotlight,[],"<p>Join us this Wednesday, September 17th at 4:30 pm in Rehearsal Room 1 of the PAC (Theatre side) as we kick off our Playwriting Club! 🤩</p>
<p>We&rsquo;ll be meeting weekly on Wednesdays at 4:30 pm and can&rsquo;t wait to get started! 💙🥳</p>
<p>Anyone is welcome, regardless or major or experience level! If you are interested in playwriting, this is the place for you! 🫶</p>",PAC Rehearsal Room 1,2025-11-26 21:30:00+00:00,2025-11-26 22:30:00+00:00,[]
Intellectual Decisions on Environmental Awareness Solutions For Us,[],"<p><span style=""font-weight: 400;"">🌱 </span><strong>Join Us for Bi-Weekly Garden Days!</strong><span style=""font-weight: 400;""> 🌱</span></p>
<p><span style=""font-weight: 400;"">Looking for a fun way to de-stress, meet new friends, and get your hands dirty? Come out to </span><strong>Garden Days</strong><span style=""font-weight: 400;""> every two weeks at the Student Union Garden Beds (located on the side of the Student Union facing the John C. Hitt Library, near the bus loop)!</span></p>
<p><span style=""font-weight: 400;"">Whether you're a gardening pro or just curious, we welcome everyone to join us as we </span><strong>weed, plant, and harvest</strong><span style=""font-weight: 400;""> the veggies we grow right here on campus. It&rsquo;s a great chance to reconnect with nature, learn a bit about sustainable gardening, and be part of a green-minded community.</span></p>
<p><span style=""font-weight: 400;"">🗓️ </span><strong>When</strong><span style=""font-weight: 400;"">: Every other Wednesday, @&nbsp; 5pm - 5:45</span></p>
<p><span style=""font-weight: 400;"">📍 </span><strong>Where</strong><span style=""font-weight: 400;"">: Student Union Garden Beds</span></p>
<p><span style=""font-weight: 400;"">Let&rsquo;s dig in, make some new connections, and watch our campus garden thrive! 🌿</span></p>",Student Union,2025-11-26 22:00:00+00:00,2025-11-26 22:45:00+00:00,[]
Amateur Radio Club at UCF,[],"<p>Come on up to ARC's radio shack and talk about ham radio! End time is extremely variable, but there is no requirement for arriving on-time or sticking around for the full length. Typically the earliest we'll leave is 7:00 but we usually run much later. So come swing by, talk about antennas, interesting projects, getting licensed, whatever you're interested in!<br /><br />Location:<br />We're located in the back of the senior design lab, Engineering 1 Room 456a. The door should be propped open but if it isn't please say something on discord.<br /><br />Previous minutes are available here:<br />http://newton.i2lab.ucf.edu/wiki/Category:ARC_minutes_2025<br /><br />Also feel free to chat with us on Discord!<br />https://discord.gg/Ua6CU4Rhtw</p>",Engineering 1 Room 456a,2025-11-27 22:30:00+00:00,2025-11-27 23:30:00+00:00,[]
Every Nation Campus,[],"<p>Join us every Tuesday at 2:30PM in front of Memory Mall Starbucks to pray for our campus!</p>
<p>Whether you&rsquo;re new to campus or a familiar face, come join us to meet new friends and ignite your faith! We can&rsquo;t wait to see you there!</p>",Memory Mall Starbucks,2025-12-02 19:30:00+00:00,2025-12-02 20:00:00+00:00,[]
Every Nation Campus,[],"<p>Join us every Tuesday at 7 PM on the 3rd floor of the Student Union in the Cape Florida Ballroom for an evening with Every Nation Campus!</p>
<p>Whether you&rsquo;re new to campus or a familiar face, come experience a night to meet new friends and ignite your faith! We can&rsquo;t wait to see you there!</p>",Cape FL Ballroom,2025-12-03 00:00:00+00:00,2025-12-03 01:30:00+00:00,[]
